TexteA,TextB,TextAPT,TextBPT,TFIDF,Score Keywords,Score entities,RESULT
Says most of Perry's chiefs of staff have been lobbyists.,"In the past decade in New York State 'more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing — more than any other state.'",perrys chiefs staff lobbyists ,past decade new york state thirty current former state officeholders convicted sanctioned accused wrongdoing state ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,Says Hillary Clinton 'said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.',perrys chiefs staff lobbyists ,hillary clinton attack bosnia attack turned young girls handing flowers ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,McCain is 'raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.',perrys chiefs staff lobbyists ,mccain raising campaign cash one jack abramoffs closest business partners scandalplagued conservative activist ralph reed ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,"'You know, the approval rating of Congress is down to 13 percent.'",perrys chiefs staff lobbyists ,know approval rating congress thirteen percent ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,'[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. … They were somewhere in the 7 percent range – same as the governor’s office.',perrys chiefs staff lobbyists ,state ethics commission took absolutely percent cuts state agencies somewhere seven percent range governors office ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,"'(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.'",perrys chiefs staff lobbyists ,obama accept donations lobbyists pacs spent money campaign political action committee ,0.08,1.0,0.33609692727625756,ST
Says most of Perry's chiefs of staff have been lobbyists.,'Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.',perrys chiefs staff lobbyists ,sen obamas chair new hampshire lobbyist lobbies drug companies ,0.0,1.0,0.0,ST
Says most of Perry's chiefs of staff have been lobbyists.,'I get the most money from active duty officers and military personnel.',perrys chiefs staff lobbyists ,get money active duty officers military personnel ,0.0,1.0,0.0,ST
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,1.0,1.0000000000000002,1.0000000000000002,E
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Spending of government money is 17 percent less than it was a decade ago.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,spending government money seventeen percent less decade ago ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'I ended up my time as governor with a general fund budget that was smaller than the one I started with.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,ended time governor general fund budget smaller one started ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Georgia ranks 'near the bottom in per capita transportation spending.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,georgia ranks near bottom per capita transportation spending ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Since taking office in January 2011, 'the ‘rainy day’ fund has increased by 226 percent.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,since taking office january 2011 rainy day fund increased two hundred twentysix percent ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state Senate recall challenger Sandy Pasch voted 'to cut school aid by nearly $300 million.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,state senate recall challenger sandy pasch voted cut school aid nearly 300 million ,0.0,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,lawmakers paid offseason efforts first time take lead drawing borders two wouldbe cities ,0.0,0.26055567105626243,0.26055567105626243,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says the state budget includes spending on commercials for Fortune 500 companies.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,state budget includes spending commercials fortune five hundred companies ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,spending fiscal two thousand nine budget lower spending fiscal two thousand fourteen budget ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Scott Walker enacted 'the biggest cuts to education in our state’s history.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,scott walker enacted biggest cuts education states history ,0.0,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,like every budget passed senate since lieutenant governor senate bill one within spending limit set texas constitution ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","Since Gov. Nathan Deal office in 2011, the state’s rainy day fund has grown by 643 percent.",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,since gov nathan deal office 2011 states rainy day fund grown six hundred fortythree percent ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We ... sold the state airplanes as I had promised.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,sold state airplanes promised ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'The state budget has increased almost $800 million a year in each of the last two years.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,state budget increased almost 800 million year last two years ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,national economic recovery led higher expected tax revenues projected budget surpluses nearly every state nation including wisconsin ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Missouri is actually the only state that has been forced to borrow money from the federal government to pay for unemployment benefits during each of the last five economic downturns.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,missouri actually state forced borrow money federal government pay unemployment benefits last five economic downturns ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,substitute budget adds tax breaks tax deductions buy prisons ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Georgia’s share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,georgias share money federal highway trust fund declined twelve percent two thousand eight 2013 ,0.0,1.0000000000000002,0.0,ST
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The changes to Georgia’s tax and fee structure 'is an overall tax cut.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,changes georgias tax fee structure overall tax cut ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","From 2008 to 2011, 'the pages in the conforming bills have gone from 400 pages to 2,200.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,two thousand eight 2011 pages conforming bills gone four hundred pages 2200 ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Rhode Island has the 'worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,rhode island worst maintained bridges united states america second worst maintained roads behind alaska ,0.0,1.0000000000000002,0.0,ST
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says the proposed fiscal year 2013 budget 'is still below the level of state spending when I took office.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,proposed fiscal year two thousand thirteen budget still level state spending took office ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,gross income tax receipts exceeding administrations projections fiscal year prior sandy ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,opponent glenn hegar expressed pride legislated cuts public school funding ,0.04,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The state’s overall revenues only returned this year to 2007 levels.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,states overall revenues returned year two thousand seven levels ,0.0,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate' the governor’s mansion.",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,course one fouryear term costs taxpayers 1 million simply operate governors mansion ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state lawmakers have voted to 'spend virtually all of the Rainy Day Fund four times' since the fund’s creation.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,state lawmakers voted spend virtually rainy day fund four times since funds creation ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'","'For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.'",cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,every week state lawmakers able cut timeline saves georgia taxpayers approximately 100000 ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The budget currently being debated 'significantly decreases the use of one-time resources.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,budget currently debated significantly decreases use onetime resources ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,maintain missouri highway system one lowest levels funding country ,0.05,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,texas would increase current state spending twentyeight percent reach national average spending per resident ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,faculty salaries uw system institutions fallen eighteen percent national average ,0.0,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Georgia is 'one of only about seven states in the country' that has a AAA bond rating.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,georgia one seven states country aaa bond rating ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Trenton politicians cut $1.3 billion from education.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,trenton politicians cut 13 billion education ,0.0,0.20199309249791833,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,texas law requires state agencies give preference goods produced grown texas ,0.0,0.5031026124151314,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",The Milwaukee business community 'did not speak about the facts' -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,milwaukee business community speak facts support train manufacturer talgo milwaukeemadison rail link killed ,0.04,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says he would be first CPA to serve as Texas comptroller.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,would first cpa serve texas comptroller ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,florida ranks last ratio employees residents florida dead last nation state employee payroll expenditures per resident ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",'We already have $23 billion worth of debt.',cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,already 23 billion worth debt ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says he was known as 'Veto Corleone' for cutting spending as Florida governor.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,known veto corleone cutting spending florida governor ,0.0,0.26055567105626243,0.0,N
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state workers have not had across-the-board raises in six years.,cochair joint ways means committee secured key piece funding portlandmilwaukie light rail project bridge ,state workers acrosstheboard raises six years ,0.0,0.26055567105626243,0.0,N
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',gary farmers claim received nra absolute lie ,gary farmers claim received nra absolute lie ,1.0,1.0,1.0000000000000002,E
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.'",gary farmers claim received nra absolute lie ,connecticut fifth toughest gun control laws country including assault weapons ban bans thirtyfive different weapons ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','We have over 25 million people who live in Texas and less than 2 percent of them have' concealed handgun licenses.,gary farmers claim received nra absolute lie ,twentyfive million people live texas less two percent concealed handgun licenses ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.'",gary farmers claim received nra absolute lie ,since john f kennedy assassinated 1963 americans died gunfire within country american servicemen women killed wars ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'A majority of Americans agree with' a ban on assault weapons. 'And by the way, so did Ronald Reagan.'",gary farmers claim received nra absolute lie ,majority americans agree ban assault weapons way ronald reagan ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','There are at least twice as many licensed firearm dealers in California as there are McDonald’s.',gary farmers claim received nra absolute lie ,least twice many licensed firearm dealers california mcdonalds ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.'",gary farmers claim received nra absolute lie ,gov crist never wavered support second amendment right bear arms ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Polls show that Americans 'overwhelmingly' support 'expanding background checks.',gary farmers claim received nra absolute lie ,polls show americans overwhelmingly support expanding background checks ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'It’s now constitutional to ban [assault weapons] in Illinois. Yet, the Illinois General Assembly has failed to allow other cities to have that opportunity.'",gary farmers claim received nra absolute lie ,constitutional ban assault weapons illinois yet illinois general assembly failed allow cities opportunity ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,gary farmers claim received nra absolute lie ,milwaukee police department seized nearly many firearms year much larger new york city police department ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says people convicted of felonies or under restraining orders 'can buy a firearm without going through a background check.',gary farmers claim received nra absolute lie ,people convicted felonies restraining orders buy firearm without going background check ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',States with 'the highest gun ownership rates also have the highest suicide rates.',gary farmers claim received nra absolute lie ,states highest gun ownership rates also highest suicide rates ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.',gary farmers claim received nra absolute lie ,hes sued gun manufacturers supportive brady supportive things like assault weapon bans ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.'",gary farmers claim received nra absolute lie ,almost pinpoint half gun violence deaths two three specific sections city areas devastation economically otherwise ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"In 2011, more people were murdered with knives, 'hands or feet' or 'clubs and hammers' than with any type of rifle.",gary farmers claim received nra absolute lie ,2011 people murdered knives hands feet clubs hammers type rifle ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned',gary farmers claim received nra absolute lie ,ny state assault weapon ban one simple cosmetic change pictured difference legal banned ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says '94 percent of (Marco Rubio's) constituents support a universal background check.',gary farmers claim received nra absolute lie ,94 percent marco rubios constituents support universal background check ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','The NRA used to support expanded background checks.',gary farmers claim received nra absolute lie ,nra used support expanded background checks ,0.08,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.'",gary farmers claim received nra absolute lie ,300000000 weapons firearms country thats almost big population ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'In 2011 alone, 269 New Jerseyans were killed by gun violence.'",gary farmers claim received nra absolute lie ,two thousand eleven alone two hundred sixtynine new jerseyans killed gun violence ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','More than 80 percent of Americans believe we need to have universal background checks.',gary farmers claim received nra absolute lie ,eighty percent americans believe need universal background checks ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.'",gary farmers claim received nra absolute lie ,go back see wayne lapierre runs nra testifying front congress favor background checks fifteen twenty years ago ,0.05,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Polls show that 96 percent of New Jerseyans – and 95 percent of gun households in the state – support expanding background checks to keep guns away from those who shouldn’t have them.',gary farmers claim received nra absolute lie ,polls show ninetysix percent new jerseyans ninetyfive percent gun households state support expanding background checks keep guns away shouldnt ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says under federal law 'we do not have any limitation on the number of guns and bullets we can buy.',gary farmers claim received nra absolute lie ,federal law limitation number guns bullets buy ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"Says Ted Strickland 'in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.'",gary farmers claim received nra absolute lie ,ted strickland campaign bragged aplus rating nra mixed spotty record issue criticized words mine dont know issue ,0.05,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",gary farmers claim received nra absolute lie ,romney used favor gun control didnt want go back reaganbush ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Sen. Sanders did vote five times against the Brady bill.',gary farmers claim received nra absolute lie ,sen sanders vote five times brady bill ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','If you are a federally licensed gun dealer and your license is revoked because you've engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.',gary farmers claim received nra absolute lie ,federally licensed gun dealer license revoked youve engaged misconduct entire inventory prevailing law deemed personal collection sell free background checks ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"Since 1968, 'more Americans have died from gunfire than died in … all the wars of this country's history.'",gary farmers claim received nra absolute lie ,since 1968 americans died gunfire died wars countrys history ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','He has never voted for a federal restriction on gun ownership.',gary farmers claim received nra absolute lie ,never voted federal restriction gun ownership ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says Barack Obama is 'trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.',gary farmers claim received nra absolute lie ,barack obama trying slash funding armed pilots program designed prevent terror attacks ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"Says of Donald Trump, 'He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.'",gary farmers claim received nra absolute lie ,donald trump even first day office would require every school america let people carry guns classrooms ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"Says Richard Cordray directed an Ohio commission to 'permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident.'",gary farmers claim received nra absolute lie ,richard cordray directed ohio commission permit armed group rally statehouse grounds even taking extraordinary step assuming personal responsibility waiving insurance requirement event incident ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Speaker Rubio supported gun restrictions that included background checks and waiting periods.',gary farmers claim received nra absolute lie ,speaker rubio supported gun restrictions included background checks waiting periods ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"A bipartisan background check amendment 'outlawed any (gun) registry.  Plain and simple, right there in the text.'",gary farmers claim received nra absolute lie ,bipartisan background check amendment outlawed gun registry plain simple right text ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.'",gary farmers claim received nra absolute lie ,go back 1999 wayne lapierre testified behalf nra background checks appropriate done ,0.06,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Florida’s red flag gun law has been used 'about five times a day.',gary farmers claim received nra absolute lie ,floridas red flag gun law used five times day ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.'",gary farmers claim received nra absolute lie ,gun store owner decide go business right allowed convert entire gun store inventory personal use personal use weapon sell without background checks ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','New York has the third lowest rate of gun-caused death in America.',gary farmers claim received nra absolute lie ,new york third lowest rate guncaused death america ,0.0,1.0,0.0,ST
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.',gary farmers claim received nra absolute lie ,lets start premise rhode island already one ten strictest gun laws amongst states ,0.0,1.0,0.0,ST
