Annotations,Score,CR Author A,CR Author B,Review URL A,Review URL B,Text Fragments A,Text Fragments B,Entities A,Entities B,Keywords A,Keywords B,Citations A,Citations B,URI A,URI B
ST,0.6119449096435015,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2010/sep/17/sharron-angle/sharron-angle-says-harry-reid-wants-give-illegals-/,http://www.politifact.com/truth-o-meter/statements/2014/sep/04/national-republican-senatorial-committee/did-mark-pryor-vote-give-social-security-benefits-/,Sharron Angle says Harry Reid wants to give illegals Social Security benefits,Did Mark Pryor vote 'to give Social Security benefits to illegal immigrants'?,"Harry Reid,John Ensign,Nevada,Republican,Sharron Angle,Social Security number,illegal aliens,motion to table","John Ensign,Mark Pryor,National Republican Senatorial Committee,Obamacare,Republican,Social Security number,Tom Cotton,illegal immigrants,motion to table","Immigration,Message Machine 2010,Social Security","Immigration,Social Security","https://www.politifact.com/truth-o-meter/statements/2010/sep/17/sharron-angle/sharron-angle-calls-harry-reid-best-friend-illegal/, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00130, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00263, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00388","https://www.youtube.com/watch?v=il3wopdLfbY&list=UULpDIMhugA0YQ2tiSB1_8HA, https://www.politifact.com/truth-o-meter/statements/2010/sep/17/sharron-angle/sharron-angle-says-harry-reid-wants-give-illegals-/, https://www.snopes.com/politics/immigration/socialsecurity.asp, https://www.factcheck.org/2009/03/social-security-for-illegal-immigrants/, https://www.politifact.com/truth-o-meter/statements/2013/oct/09/tom-cotton/cotton-says-pryor-voted-give-congress-special-subs/, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=109&session=2&vote=00130, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00263, http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=1&vote=00388",http://data.gesis.org/claimskg/creative_work/b91f57fd-083e-566d-94f9-14132a79cc20,http://data.gesis.org/claimskg/creative_work/8d500ddd-d92f-56f8-8d5b-41807e37dbef
ST,0.6119124270916708,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2013/may/14/jason-chaffetz/rep-jason-chaffetz-says-special-forces-ready-save-/,http://www.politifact.com/wisconsin/statements/2014/may/19/ron-johnson/hillary-clintons-state-department-reduced-security/,Jason Chaffetz says Americans ready to save men 'getting killed' in Benghazi were told to stand down,"Hillary Clinton's State Department cut security in Libya before deadly terror attacks, Sen. Ron Johnson says","Benghazi,CIA,Fox News,Glen Doherty,Greg Hicks,House Oversight and Government Reform Committee,Jason Chaffetz,Libya,Rep. Jason Chaffetz,Robin Kelly,Sean Hannity,Tripoli,Tyrone Woods","Associated Press,Benghazi,Benghazi investigation,CIA,Daveed Gartenstein-Ross,Foundation for Defense of Democracies,Georgetown University,Hillary Rodham Clinton,Islamist,Libya,Milwaukee Journal Sentinel,Moammar Gadhafi,NATO,Republican,Ron Johnson,Senate Intelligence Committee,Tripoli,Wall Street Journal,grant Stevens,the facility","Military,Terrorism","Foreign Policy,Military,Terrorism","http://www.c-spanvideo.org/event/218346, http://www.state.gov/documents/organization/202446.pdf, http://online.wsj.com/article/SB10001424052970204712904578092853621061838.html, http://www.state.gov/documents/organization/202446.pdf, http://www.c-spanvideo.org/program/310872-1","http://www.jsonline.com/news/usandworld/national/house-set-to-approve-select-benghazi-investigationedd0b0b264994fa1bdebf6fc70714ef5-258416941.html?ipad=y, http://www.jsonline.com/news/opinion/coverup-on-benghazi-does-make-a-difference-b99263729z1-258143991.html#ixzz31LqGsKwM, http://politicalticker.blogs.cnn.com/2014/05/06/cnn-2016-poll-bush-and-paul-tied-for-top-spot-in-crowded-gop-field/, https://www.politifact.com/wisconsin/article/2013/may/07/context-hillary-clintons-what-difference-does-it-m/, http://www.deseretnews.com/article/765653377/A-look-at-all-that-Benghazi-stands-for.html?pg=all, http://www.state.gov/documents/organization/202446.pdf, http://www.nationsonline.org/oneworld/map/google_map_Benghazi.htm, http://www.state.gov/documents/organization/202446.pdf, http://www.state.gov/documents/organization/202446.pdf, http://www.daveedgr.com/, https://www.washingtonpost.com/world/national-security/state-dept-downgraded-security-in-libya-before-deadly-attack-ex-officer-claims/2012/10/10/d7195faa-12e6-11e2-a16b-2c110031514a_story.html, https://www.nytimes.com/2012/10/30/world/middleeast/no-specific-warnings-in-benghazi-attack.html?pagewanted=all, http://www.state.gov/documents/organization/202446.pdf, http://www.intelligence.senate.gov/benghazi2014/benghazi.pdf, http://online.wsj.com/news/articles/SB10001424052702304302704579332732276330284, http://www.jsonline.com/news/politifact-testing-ron-johnson-claim-on-security-being-cut-before-benghazi-attack-b99272132z1-259591031.html?page=1",http://data.gesis.org/claimskg/creative_work/ac18c95f-1fb6-548d-848e-bb2875331e99,http://data.gesis.org/claimskg/creative_work/6bd661b9-7aff-5c77-844d-5834fef43718
N,0.6116619864546704,politifact,politifact,http://www.politifact.com/wisconsin/statements/2015/feb/13/scott-walker/did-scott-walker-flip-flip-budget-shortfall/,http://www.politifact.com/wisconsin/statements/2015/jun/12/scott-walker/citing-collective-bargaining-law-scott-walker-says/,Did Scott Walker flip-flop on how budget shortfalls are measured??,"Citing collective bargaining law, Scott Walker says Wisconsin's rank on ACT test has risen to second","Bret Baier,Fox News,Jim Doyle,Milwaukee Journal Sentinel,Scott Walker,cattle call,for anything,it. It,s more,the Fox","Albert Shanker Institute,Iowa,Milwaukee Journal Sentinel,Nebraska,PolitiFact,Republican,Scott Walker,White House,collective bargaining,to show","State Budget,State Finances","Education,Government regulation,Job Accomplishments,Labor,Unions","http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://www.c-span.org/video/?c4525006/wisconsin-governor-scott-walker-iowa-freedom-summit, http://www.foxnews.com/on-air/special-report-bret-baier/videos#p/86927/v/4037146201001, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, https://www.politifact.com/wisconsin/statements/2011/feb/25/mark-pocan/wisconsin-state-rep-mark-pocan-says-gov-scott-walk/, http://www.doa.state.wi.us/Documents/DEBF/Budget/Biennial%20Budget/November20Report.pdf, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html","http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://www.c-span.org/video/?326312-1/florida-economic-growth-summit-resumes-shortly, https://www.politifact.com/wisconsin/statements/2014/jun/08/scott-walker/scott-walker-says-wisconsin-graduation-rates-and-t/, http://www.act.org/newsroom/data/2008/states.html, http://www.act.org/newsroom/data/2009/states.html, http://www.act.org/newsroom/data/2010/states.html?utm_campaign=cccr10&utm_source=data10_leftnav&utm_medium=web, http://www.act.org/newsroom/data/2011/states.html, http://www.act.org/newsroom/data/2012/states.html, http://www.act.org/newsroom/data/2013/states.html, http://www.act.org/newsroom/data/2014/states.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html",http://data.gesis.org/claimskg/creative_work/d4415a1b-54ac-5a78-aefe-f22e4a2bcf26,http://data.gesis.org/claimskg/creative_work/fb1c99d9-0505-500f-bba2-e8d7d3afa820
N,0.6113651651064662,politifact,politifact,http://www.politifact.com/wisconsin/statements/2015/feb/04/scott-walker/did-scott-walker-flip-flop-pathway-citizenship/,http://www.politifact.com/wisconsin/statements/2015/mar/27/state-democratic-party-wisconsin/has-scott-walker-been-rated-most-factually-challen/,Did Scott Walker flip-flop on a immigration and a pathway to citizenship?,Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,"ABC,ABC News,Barack Obama,Daily Herald,Federation for American Immigration Reform,MSNBC,Martha Raddatz,Media Matters for America,Milwaukee Journal Sentinel,Morning Joe,Politico,Scott Walker,Tom Evenson,Tramonte,Washington, D.C,way: 'I am","Barack Obama,Democratic Party,Hillary Clinton,Marco Rubio,Milwaukee Journal Sentinel,PolitiFact,Republican,Scott Walker,White House,that that",Immigration,"Candidate Biography,Job Accomplishments,Polls and Public Opinion","https://www.politifact.com/wisconsin/statements/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/, https://www.politifact.com/wisconsin/statements/2015/mar/06/scott-walker/scott-walker-disavows-support-path-citizenship/, http://mediamatters.org/, http://mediamatters.org/blog/2015/02/01/the-scott-walker-immigration-shift-abc-news-ign/202370, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, https://www.politifact.com/wisconsin/article/2013/aug/04/words-audience-matter-politically-sensitive-immigr/, http://abcnews.go.com/Politics/week-transcript-gov-scott-walker/story?id=28605893&singlePage=true, http://www.politico.com/story/2013/02/scott-walker-supports-path-to-citizenship-87960.html, https://www.washingtonpost.com/blogs/post-politics/wp/2013/07/03/scott-walker-backs-path-to-citizenship-increased-immigration/, https://www.youtube.com/watch?v=-mJB8WTGows, http://www.jsonline.com/news/statepolitics/wisconsin-among-17-states-suing-over-obama-immigration-order-b99402466z1-284654021.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html","http://wisdems.org/news/blog/view/2015-03-more-bad-news-for-working-families-in-scott-walkers, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://wisdems.org/news/press/view/2014-10-fact-check-scott-walkers-trouble-with-the-truth-2, https://www.politifact.com/georgia/article/2014/jan/29/top-10-fact-checked-people-truth-o-meter/, https://www.politifact.com/personalities/scott-walker/, https://www.politifact.com/personalities/state-democratic-party-wisconsin/, https://www.politifact.com/truth-o-meter/article/2015/mar/24/scorecards-so-far/, http://www.jsonline.com/news/politifact-testing-claim-from-state-democrats-on-scott-walker-and-the-truth-b99469695z1-297724501.html, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html",http://data.gesis.org/claimskg/creative_work/b0b81f04-128f-501c-96c1-f5d32808dc96,http://data.gesis.org/claimskg/creative_work/417946ba-65a7-5c0a-8947-7b3b2e7a889d
ST,0.6111665412013251,politifact,politifact,http://www.politifact.com/rhode-island/statements/2012/oct/21/david-cicilline/providence-crime-rates-during-david-cicilline-admi/,http://www.politifact.com/rhode-island/statements/2013/nov/24/john-depetro/talk-show-host-john-depetro-says-providence-was-sa/,Providence crime rates during the David Cicilline administration - revisited,Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,"Brendan Doherty,David Cicilline,FBI,Facebook,PolitiFact,Providence Journal,Republican,Rhode Island,Rhode Island State Police,Twitter,aggravated assault,argues,burglary,larceny,motor vehicle theft,rape,scribd","Brendan Doherty,Brett Smiley,Cook County, Ill,David Cicilline,Donald Carcieri,Facebook,Michael Chertoff,PolitiFact,Republican,Roger Williams Park,Twitter,U.S. representative,WPRO,about about,misdemeanor,sanctuary city,talk radio",Crime,"History,Homeland Security,Immigration,Legal Issues,Pundits","http://blogs.wpri.com/2012/10/17/watch-wpri-12s-full-1st-district-debate-cicilline-vs-doherty/, https://www.bjs.gov/ucrdata/Search/Crime/Crime.cfm, http://www.scribd.com/doc/110534505/Providence-and-US-Crime-Data, https://www.scribd.com/politifactri, https://www.bjs.gov/ucrdata/Search/Crime/State/StatebyState.cfm, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358","https://www.politifact.com/rhode-island/statements/2012/oct/09/brendan-doherty/brendan-doherty-says-us-rep-david-cicilline-provid/, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358",http://data.gesis.org/claimskg/creative_work/50f0abda-40d6-5921-adba-bbb25015f8a8,http://data.gesis.org/claimskg/creative_work/676d2038-131f-5650-b78a-71b2ba98832b
ST,0.6110829731102867,politifact,politifact,http://www.politifact.com/rhode-island/statements/2014/aug/29/american-leadhership-pac/american-leadhership-pac-says-providence-has-had-1/,http://www.politifact.com/rhode-island/statements/2014/jul/24/angel-taveras/mayor-angel-taveras-says-crime-rate-shootings-have/,American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,"Mayor Angel Taveras says crime rate, shootings have decreased in Providence","Angel Taveras,David Cicilline,Gina Raimondo,PolitiFact,Providence Journal,Rhode Island,Rhode Island Treasurer,Twitter,political action committee","All things considered,Angel Taveras,Brett Smiley,David Cicilline,David Ortiz,FBI,NAACP,PolitiFact,Providence Journal,Rhode Island State Police,Twitter,U.S. Census Bureau,drive-by shooting,motor vehicle theft","Candidate Biography,Crime,Guns,Job Accomplishments,Negative Campaigning,Public Safety","Crime,History,Public Safety","http://americanleadhership.org/, https://www.politifact.com/rhode-island/statements/2014/jul/24/angel-taveras/mayor-angel-taveras-says-crime-rate-shootings-have/, http://www.providencejournal.com/breaking-news/content/20140726-deadly-mix-of-feuds-joblessness-and-guns-on-providences-mean-streets.ece, https://www.politifact.com/rhode-island/about/, https://www.politifact.com/truth-o-meter/article/2011/feb/21/principles-truth-o-meter/","http://www.providencejournal.com/breaking-news/content/20140714-naacp-brings-plan-to-end-street-crime-in-providence-to-court-steps.ece, http://www.providencejournal.com/breaking-news/content/20140713-at-chad-brown-housing-complex-a-cookout-and-a-stand-against-violence.ece, http://www.providencejournal.com/news/government/20140712-naacp-seeks-special-summit-to-address-gun-violence-in-providence.ece, https://www.fbi.gov/about-us/cjis/ucr/crime-in-the-u.s/2012/crime-in-the-u.s.-2012/tables/1tabledatadecoverviewpdf/table_1_crime_in_the_united_states_by_volume_and_rate_per_100000_inhabitants_1993-2012.xls, https://www.politifact.com/rhode-island/statements/2013/dec/30/brett-smiley/mayoral-candidate-brett-smiley-says-providence-183/, https://www.politifact.com/rhode-island/statements/2010/jul/19/david-cicilline/cicilline-says-providence-crime-rate-lowest-30-yea/, https://www.politifact.com/rhode-island/about/, https://www.politifact.com/truth-o-meter/article/2011/feb/21/principles-truth-o-meter/",http://data.gesis.org/claimskg/creative_work/0b81c832-5c89-5db4-a429-de9ac6dc7034,http://data.gesis.org/claimskg/creative_work/83e687a8-8b98-5ffd-a64f-5c1b4c1c602a
N,0.6110656923481669,politifact,politifact,http://www.politifact.com/florida/statements/2012/jan/24/mitt-romney/mitt-romney-fought-cap-and-trade-newt-gingrich/,http://www.politifact.com/texas/statements/2011/dec/23/make-us-great-again/pro-perry-super-pac-says-gingrich-teamed-pelosi-gl/,Mitt Romney said he fought cap and trade while Newt Gingrich supported it,Pro-Perry super PAC says Gingrich teamed with Pelosi on global warming,"Al Gore,Climate Reality Project,Fox News,George Pataki,Mitt Romney,Nancy Pelosi,Newt Gingrich,Republican in 2004,Rick Perry,South Carolina primary,U.S. House of Representatives,WeCanSolveIt,Young Turks,cap and trade,cap-and-trade,climate change,free market,super PACs,the New York Times,unlikely pairs","Al Gore,Alliance for Climate Protection,Climate Reality Project,Fox News,Make Us Great Again,Mitt Romney,Nancy Pelosi,Newt Gingrich,PolitiFact,Republican,Restore Our Future,Rick Perry,San Francisco Chronicle,WeCanSolveIt,Young Turks,cap and trade,domestic oil drilling,global warming,super PAC,unlikely pairs","Bipartisanship,Cap and Trade,Climate Change,Energy","Climate Change,Environment,Message Machine 2012","https://www.politifact.com/truth-o-meter/article/2012/jan/23/did-gingrich-leave-speakership-disgrace/, https://www.politifact.com/florida/statements/2012/jan/24/mitt-romney/mitt-romney-says-newt-gingrichs-contract-was-fredd/, https://www.politifact.com/truth-o-meter/statements/2011/nov/30/democratic-national-committee/mitt-romneys-views-climate-change-have-changed-say/, https://www.politifact.com/texas/statements/2011/dec/23/make-us-great-again/pro-perry-super-pac-says-gingrich-teamed-pelosi-gl/, https://www.youtube.com/watch?v=VaZFfQKWX54, http://climaterealityproject.org/, https://www.youtube.com/watch?v=KUXNodLskGM, http://www.newt.org/answers#GlobalWarming, https://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/, https://www.politifact.com/truth-o-meter/statements/2011/nov/30/democratic-national-committee/mitt-romneys-views-climate-change-have-changed-say/, http://www.economist.com/node/3247187","http://www.restoreourfuture.com/, http://www.tampabay.com/news/politics/national/pro-mitt-romney-group-attacks-newt-gingrich-on-the-air-in-florida/1206644, http://www.tampabay.com/news/politics/national/pro-mitt-romney-group-attacks-newt-gingrich-on-the-air-in-florida/1206644, https://www.politifact.com/truth-o-meter/statements/2011/dec/21/restore-our-future/attack-ad-says-newt-gingrich-aligned-dems-global-w/, http://newtfacts.com/, https://www.youtube.com/watch?v=VaZFfQKWX54, http://climaterealityproject.org/, https://www.youtube.com/watch?v=KUXNodLskGM, http://www.newt.org/answers#GlobalWarming, https://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/, https://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/, https://www.politifact.com/truth-o-meter/statements/2011/dec/07/newt-gingrich/gingrich-claims-he-never-favored-cap-and-trade/",http://data.gesis.org/claimskg/creative_work/99fae92b-54e5-5c41-abe4-f8d0d52fa154,http://data.gesis.org/claimskg/creative_work/e4ea4a42-596c-54ba-998f-1ee19c517de0
ST,0.6107534749483505,politifact,politifact,http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/charlottesville-hit-and-run-driver-was-anti-fascis/,http://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/post-wrongly-says-charlottesville-police-arrested-/,"Charlottesville hit-and-run driver was anti-fascist activist, Internet post claims",Post wrongly says Charlottesville police arrested wrong person in hit and run,"4chan,4chan.org,Antifa,Dodge Challenger,Facebook,Friendly Fire,Heather Heyer,Instagram,James Alex Fields, Jr,Jimi Hendrix,Maumee, Ohio,PolitiFact,Unite the Right' rally,World War II,alt-right,antifa,antifascist,conspiracy theories,imageboard,selfie","Antifa,Dodge Challenger,Facebook,Heather Heyer,James Alex Fields,James Alex Fields, Jr,Maumee, Ohio,PolitiFact,Unite the Right' rally,fake news,imageboard,minivan,the internet,white supremacist",Fake news,Fake news,"http://www.puppetstringnews.com/blog/friendly-firecharlottesville-car-attacker-is-anti-trump-antifa-supporter, http://www.toledoblade.com/Nation/2017/08/12/Hundreds-face-off-ahead-of-white-nationalist-rally.html, https://www.cnn.com/2017/08/13/us/charlottesville-heather-heyer-profile/index.html, http://www.newsweek.com/what-antifa-anti-fascism-protesters-and-white-power-groups-explained-650232, https://www.facebook.com/joel.notavailable?fref=search, http://www.nydailynews.com/news/national/charlottesville-suspect-held-hate-group-shield-attack-article-1.3407245, https://twitter.com/CvilleCityHall/status/896750298156470273, https://www.nbcnews.com/news/us-news/charlottesville-suspect-james-alex-fields-jr-denied-bond-first-court-n792381, https://boards.4chan.org/pol/thread/137122101/charlottesville-ram-was-a-commie, https://www.facebook.com/photo.php?fbid=10203908667787776&set=pb.1553943587.-2207520000.1502724424.&type=3&theater, https://www.instagram.com/p/BVYjdX4lTE6/?taken-by=joelvanart, https://www.politifact.com, https://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/charlottesville-hit-and-run-driver-was-anti-fascis/","http://www.puppetstringnews.com/blog/virginia-police-arrest-wrong-person-to-cover-for-antifa-member-who-ran-over-protesters, http://www.toledoblade.com/Nation/2017/08/12/Hundreds-face-off-ahead-of-white-nationalist-rally.html, https://www.cnn.com/2017/08/13/us/charlottesville-heather-heyer-profile/index.html, https://boards.4chan.org/pol/thread/137122101/charlottesville-ram-was-a-commie, https://twitter.com/CvilleCityHall/status/896750298156470273, https://www.nbcnews.com/news/us-news/charlottesville-suspect-james-alex-fields-jr-denied-bond-first-court-n792381, http://www.nydailynews.com/news/national/charlottesville-suspect-held-hate-group-shield-attack-article-1.3407245, http://www.toledoblade.com/Nation/2017/08/12/Hundreds-face-off-ahead-of-white-nationalist-rally.html, http://www.cincinnati.com/story/news/local/northern-ky/2017/08/13/charlottesville-suspects-beliefs-were-along-party-lines-neo-nazi-movement-ex-teacher-says/563139001/, https://www.facebook.com/photo.php?fbid=1990802580417&set=pb.1553943587.-2207520000.1502724485.&type=3&theater, https://www.facebook.com/joel.notavailable?fref=search, https://www.politifact.com, https://www.politifact.com/punditfact/statements/2017/aug/14/puppetstringnewscom/post-wrongly-says-charlottesville-police-arrested-/",http://data.gesis.org/claimskg/creative_work/82a91f13-359d-5872-b972-009fa607e4ba,http://data.gesis.org/claimskg/creative_work/b6aa0f88-656b-5d60-a0f7-f1040a617e34
N,0.6107021875261492,politifact,politifact,http://www.politifact.com/wisconsin/statements/2015/feb/13/scott-walker/did-scott-walker-flip-flip-budget-shortfall/,http://www.politifact.com/wisconsin/statements/2015/mar/04/scott-walker/2016-horizon-scott-walker-asserts-his-appeal-among/,Did Scott Walker flip-flop on how budget shortfalls are measured??,"With 2016 on the horizon, Scott Walker asserts his appeal among Republicans and independents","Bret Baier,Fox News,Jim Doyle,Milwaukee Journal Sentinel,Scott Walker,cattle call,for anything,it. It,s more,the Fox","Associated Press,Chris Wallace,Conservative Political Action Conference,Democrat,Fox News,Fox News Sunday,Fox News talk,Greg Abbott,Iowa,John Kasich,Milwaukee Journal Sentinel,Republican,Republicans,Ronald Reagan,Sam Brownback,Scott Walker,Sean Hannity,Terry Branstad,White House,but not,exit poll","State Budget,State Finances","Candidate Biography,Elections,Job Accomplishments,States","http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, http://www.c-span.org/video/?c4525006/wisconsin-governor-scott-walker-iowa-freedom-summit, http://www.foxnews.com/on-air/special-report-bret-baier/videos#p/86927/v/4037146201001, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, https://www.politifact.com/wisconsin/statements/2011/feb/25/mark-pocan/wisconsin-state-rep-mark-pocan-says-gov-scott-walk/, http://www.doa.state.wi.us/Documents/DEBF/Budget/Biennial%20Budget/November20Report.pdf, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html","http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html, https://www.youtube.com/watch?v=WhqPOBpI0gc, http://www.foxnews.com/on-air/fox-news-sunday-chris-wallace/2015/03/01/gov-walker-cpac-record-wisconsin-rep-scalise-talks-dhs-funding-fight#p//v/4087171184001, http://www.edisonresearch.com/election-polling/, http://www.jsonline.com/blogs/news/285037141.html, https://www.nbcnews.com/politics/elections/2014/IA/governor/exitpoll, https://www.nbcnews.com/politics/elections/2014/WI/governor/exitpoll, https://www.nbcnews.com/politics/elections/2014/OH/governor/exitpoll, http://www.jsonline.com/blogs/news/285037141.html, https://www.nbcnews.com/politics/elections/2014/WI/governor/exitpoll, http://www.jsonline.com/news/politifact-scott-walker-on-his-electability-among-republicans-independents-b99455973z1-295026401.html?page=1, http://www.jsonline.com/news/statepolitics/scott-walker-290106981.html",http://data.gesis.org/claimskg/creative_work/d4415a1b-54ac-5a78-aefe-f22e4a2bcf26,http://data.gesis.org/claimskg/creative_work/6b42ac9f-08cf-5a5a-b10a-b5cc0c32ccd3
N,0.6098922912782303,politifact,politifact,http://www.politifact.com/rhode-island/statements/2012/sep/30/brendan-doherty/brendan-doherty-says-most-david-cicilline-campaign/,http://www.politifact.com/rhode-island/statements/2012/aug/15/david-cicilline/says-brendan-doherty-wants-raise-social-security-e/,Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs,"Brendan Doherty,Center for Responsive Politics,David Cicilline,Facebook,OpenSecrets,OpenSecrets.org,PolitiFact,Republican,Twitter","Alan Simpson,Bill Clinton,Brendan Doherty,David Cicilline,Democrat,Erskine Bowles,Facebook,National Commission on Fiscal Responsibility and Reform,PolitiFact,President Obama,Republican,Rhode Island State Police,Simpson-Bowles commission,Social Security trust fund,Twitter,White House chief of staff,Wyoming","Campaign Finance,Negative Campaigning","Federal Budget,Health Care,Medicare,Social Security","https://www.opensecrets.org/about/index.php, https://www.opensecrets.org/races/summary.php?id=RI01&cycle=2012, https://www.politifact.com/rhode-island/about/, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358","http://www.fiscalcommission.gov/sites/fiscalcommission.gov/files/documents/TheMomentofTruth12_1_2010.pdf, http://blogs.wpri.com/2012/08/08/cicilline-flier-may-mislead-elderly-on-doherty-social-security/#more-63793, https://twitter.com/#%21/PolitiFactRI, https://www.facebook.com/pages/PolitiFact-Rhode-Island/108242095907358",http://data.gesis.org/claimskg/creative_work/4188ceb7-87d4-5103-9ec3-9e96f3630488,http://data.gesis.org/claimskg/creative_work/5aedfc3c-75fb-587e-a5d8-f43b3c819e72
ST,0.6088993198610788,politifact,politifact,http://www.politifact.com/truth-o-meter/statements/2011/nov/02/jon-huntsman/Says-Mitt-Romney-flip-flopped-on-abortion/,http://www.politifact.com/truth-o-meter/statements/2012/may/15/mitt-romney/mitt-romney-evolved-significantly-his-position-abo/,Jon Huntsman accuses Mitt Romney of flip-flopping on abortion,Mitt Romney evolved significantly in his position on abortion,"Edward Kennedy,Hyde Amendment,Mexico City Policy,Mitt Romney,National Review,Pain-Capable Unborn Child Protection Act,Planned Parenthood,Roe v. Wade,Susan B. Anthony List,United Nations,Utah,abortion,incest,pro-life","Boston Globe,Douglas Melton,Edward Kennedy,Harvard University,Hopkinton, N.H,Hyde Amendment,Mexico City Policy,Mitt Romney,National Review,Pain-Capable Unborn Child Protection Act,Planned Parenthood,RedState,Roe v. Wade,United Nations,William Saletan,abortion,embryo,incest,judicial activism,pro-life","Abortion,Message Machine 2012","Abortion,Corrections and Updates","https://www.youtube.com/watch?v=EhyMplwY6HY, http://articles.businessinsider.com/2011-10-28/politics/30331847_1_jon-huntsman-huntsman-spokesman-tim-miller-flip-flops#, http://www.law.cornell.edu/supct/html/historics/USSC_CR_0410_0113_ZS.html, http://www.politico.com/news/stories/0611/57269.html, http://abcnews.go.com/Politics/story?id=3279653&page=1","https://www.politifact.com/truth-o-meter/article/2011/feb/21/principles-truth-o-meter/, http://www.law.cornell.edu/supct/html/historics/USSC_CR_0410_0113_ZS.html, http://www.slate.com/articles/news_and_politics/the_conversion/2012/02/mitt_romney_s_abortion_views_a_bibliography_of_the_best_articles_and_interviews_.html, http://blog.washingtonpost.com/fact-checker/2007/09/romney_and_abortion.html, http://www.politico.com/news/stories/0611/57269.html, https://www.youtube.com/watch?v=P_XFyvcWG5g&feature=player_embedded, https://www.boston.com/news/local/politics/candidates/articles/2006/12/17/romneys_journey_to_the_right/, https://www.boston.com/news/local/politics/candidates/articles/2006/12/17/romneys_journey_to_the_right/, http://www.slate.com/articles/news_and_politics/the_conversion/2012/02/mitt_romney_s_abortion_record_flip_flop_or_conversion_.single.html, http://www.redstate.com/stories/podcasts/redstate_radio_welcome_gov_mitt_romney",http://data.gesis.org/claimskg/creative_work/d572cd4d-7a12-5d69-8642-420e5eb14ab4,http://data.gesis.org/claimskg/creative_work/a5436fc2-01f2-57fe-ac5f-1172fa111d7b
